text,emotion,updated_emotion
I know my mother will always help me with my homework.,trusting,very positive
The other day I stole my neighbors mail. I feel really bad about it.,guilty,very negative
My son just finished high school.,proud,very positive
"I took this girl on a really nice date and then she said that it went well. Then, out of the blue, she dumped me and said she wasn't ready.",angry,very negative
I am so lucky I got the scholarship.,grateful,very positive
i really hoped my mom would get her job the other day,hopeful,very positive
I used my friend's car with permission.  I feel bad for doing it.,guilty,very negative
My partner invited all my relatives to my birthday. I was not expecting them,surprised,positive
I got demoted at work last week.  I feel really upset about the situation.,disappointed,negative
I stole from my wife.,ashamed,very negative
My son said his first words the other day.,proud,very positive
"One time in high school it had just snowed and I was being careful not to slip. Despite that, I slipped and everyone looked at me.",embarrassed,negative
I was dancing when I heard I will be a grandfather.,joyful,very positive
I thought it would rain so i brought an umbrella,prepared,positive
I dumped my girlfriend yesterday for no reason.  I feel remorseful for doing that.,guilty,very negative
I am very nervous to be a father.,anxious,negative
I am very pleased with the job Trump as done as president.,impressed,very positive
My parents are coming to stay with us next week. I already have the house cleaned and the guest bedroom ready for them.,prepared,positive
I am ready for the work week.,prepared,positive
My mother is coming to visit me and I am so happy.,excited,very positive
I am not looking forward to jury duty.,apprehensive,negative
I was just dumped and before she did I was really thinking that it would work out. It really didn't but I just wish that things did.,hopeful,very positive
I took a test last week.  I know I did very well on it.,confident,very positive
I am angry that I was fired today.,furious,very negative
"After my recent break up with my partner of 2 years, i do not know whom to share my feelings with",lonely,negative
I was on a date a very fancy restaurant the other night. My $30 salad had a hair in it!,disgusted,very negative
I can't believe I forgot my girlfriends name.,embarrassed,negative
I found a twenty dollar bill on the ground today.  I was shocked to find it.,surprised,positive
I'm really into the game League of Legends. I was looking back on my old matches and it was weird seeing all the old stuff that has been changed.,nostalgic,positive
I am worried my cancer may return.,afraid,very negative
I am ready for the end of summer party.,anticipating,positive
I had a nice night in and just relaxed.,content,positive
I love the new Tesla.,impressed,very positive
There was a centipede in my bedroom earlier. I was absolutely scared.,terrified,very negative
I got my mortgage last month and i am pretty happy for becoming a homeowner,grateful,very positive
I still can't believe my dad bought me a car.,surprised,positive
I know I will win gold at the Oympics/,confident,very positive
My boss just bought a Range Rover.  I am envious of him.,jealous,negative
I visit my grandma every week.,caring,positive
My boyfriend is away for a month for work. I can't stand it at all. I have no one to talk to.,lonely,negative
I know I will be a judge when I am older.,confident,very positive
i got invited to a texas trip the other week.,excited,very positive
I wish I was tall like Lebron James.,jealous,negative
